#SampleID	BarcodeSequence	LinkerPrimerSequence	DMM_L6	Dataset	Ethnicity	Category	Description
ERR527112	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527113	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527114	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527115	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527116	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527117	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527118	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527119	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527120	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527121	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527122	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527123	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527124	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527125	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527126	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527127	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB6337	Han Chinese	Han Chinese_Cluster 1	NA
ERR527128	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527129	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527130	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527131	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527132	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527133	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527134	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527135	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527136	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527137	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527138	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527139	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR528329	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR528330	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR528331	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR528332	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB6337	Han Chinese	Han Chinese_Cluster 1	NA
ERR528333	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR528334	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR528335	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR528336	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR528337	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR532377	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
SRR3992955	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992956	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992958	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992959	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992960	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992961	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992962	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992963	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992964	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992965	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992966	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992967	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992968	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992969	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992970	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992971	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992972	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992973	NNNNNNN	NNNNNNNNN	Cluster 1	PRJNA328899	Mongolian	Mongolian_Cluster 1	NA
SRR3992974	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992975	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992976	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992977	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992978	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992979	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992980	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992981	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992982	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992983	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992984	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992985	NNNNNNN	NNNNNNNNN	Cluster 2	PRJNA328899	Mongolian	Mongolian_Cluster 2	NA
SRR3992986	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992987	NNNNNNN	NNNNNNNNN	Cluster 1	PRJNA328899	Mongolian	Mongolian_Cluster 1	NA
SRR3992988	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992989	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992990	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992991	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992992	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992993	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992994	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992995	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992996	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992997	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992998	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3992999	NNNNNNN	NNNNNNNNN	Cluster 1	PRJNA328899	Mongolian	Mongolian_Cluster 1	NA
SRR3993000	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993001	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993002	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993003	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993004	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993005	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993006	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993007	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993008	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993009	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993010	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993011	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993012	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993013	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993014	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993015	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993016	NNNNNNN	NNNNNNNNN	Cluster 1	PRJNA328899	Mongolian	Mongolian_Cluster 1	NA
SRR3993017	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993018	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993019	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993020	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993021	NNNNNNN	NNNNNNNNN	Cluster 2	PRJNA328899	Mongolian	Mongolian_Cluster 2	NA
SRR3993022	NNNNNNN	NNNNNNNNN	Cluster 1	PRJNA328899	Mongolian	Mongolian_Cluster 1	NA
SRR3993023	NNNNNNN	NNNNNNNNN	Cluster 1	PRJNA328899	Mongolian	Mongolian_Cluster 1	NA
SRR3993024	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993025	NNNNNNN	NNNNNNNNN	Cluster 2	PRJNA328899	Mongolian	Mongolian_Cluster 2	NA
SRR3993026	NNNNNNN	NNNNNNNNN	Cluster 1	PRJNA328899	Mongolian	Mongolian_Cluster 1	NA
SRR3993027	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993028	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993029	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993030	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993031	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993032	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993033	NNNNNNN	NNNNNNNNN	Cluster 1	PRJNA328899	Mongolian	Mongolian_Cluster 1	NA
SRR3993034	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993035	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993036	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993037	NNNNNNN	NNNNNNNNN	Cluster 1	PRJNA328899	Mongolian	Mongolian_Cluster 1	NA
SRR3993038	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993039	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993040	NNNNNNN	NNNNNNNNN	Cluster 1	PRJNA328899	Mongolian	Mongolian_Cluster 1	NA
SRR3993041	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993042	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
SRR3993043	NNNNNNN	NNNNNNNNN	Cluster 3	PRJNA328899	Mongolian	Mongolian_Cluster 3	NA
